ID,Product,Format,Info,2022-09-07,2022-09-16,2022-11-06,2022-11-15,2022-11-25,2022-11-28,2022-12-05,2022-12-12,2022-12-20,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-31,2023-02-06,2023-02-13,2023-02-20,2023-02-28,2023-03-06,2023-03-13,2023-03-21,2023-03-27,2023-04-04,2023-04-15,2023-04-18,2023-04-24,2023-05-01,2023-05-08,2023-05-15,2023-05-22,2023-05-29,2023-06-05,2023-06-12,2023-06-27,2023-07-03,2023-07-11,2023-07-17,2023-07-24,2023-07-31,2023-08-08,2023-08-29,2023-09-05,2023-09-11,2023-09-14,2023-09-26,2023-10-02,2023-10-11,2023-10-16,2023-10-24,2023-10-30
18018,Atún claro al natural Hacendado,6 latas x 60 g,"Tuna, canned, water pack",1.1945,1.1945,1.1945,1.1945,1.2223,1.2223,1.2223,1.2223,1.2223,1.2639,1.2639,1.2639,1.2639,1.2917,1.2917,1.2917,1.2917,1.2917,1.2917,1.2917,1.2917,1.2917,1.2778,1.2778,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.2223,1.2223,1.2223,1.2223,1.2223,1.2223
20512,Yogur griego natural Hacendado,Bote 1 kg,"Yogurt, Greek, whole milk, plain",0.215,0.215,0.235,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245
20559,Yogur griego natural Hacendado,6 ud. x 125 g,"Yogurt, Greek, whole milk, plain",0.16,0.16,0.1734,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.1934,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134
22313,Yogur natural Hacendado,6 ud. x 125 g,"Yogurt, whole milk, plain",0.1134,0.1134,0.1267,0.1267,0.1267,0.1267,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
23365,Anacardo natural Hacendado,Paquete 200g,"Cashews, unroasted",1.325,1.325,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
25926,Solomillo de pavo,Bandeja 600 g aprox.,"Turkey, NFS",0.79,0.79,0.79,0.79,0.79,0.79,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.77,0.77,0.82,0.82,0.82,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
33249,Aceitunas negras Hacendado sin hueso,Bote 350 g (150 g escurrido),"Olives, black",0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667
34193,Pipas girasol naturales Hacendado peladas,Paquete 200 g,"Sunflower seeds, plain, unsalted",0.525,0.525,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,,0.555,0.555,0.555,0.555,0.6,0.6,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
34804,Maíz palomitas Hacendado,Paquete 250 g,"Popcorn, microwave, plain",0.3,0.3,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328
34865,Almendra natural Hacendado,,"Almonds, unroasted",1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.15,1.15,1.15,1.15,1.15,1.15,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,,1.1,1.1,,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
61261,Brócoli Hacendado ultracongelado,,"Broccoli, frozen, cooked, no added fat",0.14,0.14,0.155,0.155,0.155,0.155,0.155,0.155,0.195,0.195,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
69079,Cebollas,Malla 2kg,"Onions, cooked, as ingredient",0.995,0.0995,0.0995,0.0995,0.0995,0.0995,0.1245,0.1245,0.1245,0.1245,0.1195,0.1195,0.115,0.115,0.115,0.115,0.155,0.155,0.155,0.155,0.155,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1995,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,,0.1395,0.1395,0.1395,0.1395,0.1395,0.1395,0.0995,0.1395,0.1395,0.1395,0.1395,0.1395,0.1395,0.1395
69089,Cebollas,Malla 1kg,"Onions, cooked, as ingredient",0.135,0.135,0.135,0.135,0.135,0.135,0.155,0.155,0.155,0.155,0.149,0.149,0.149,0.149,0.149,0.149,0.189,0.189,0.189,0.189,0.189,0.248,0.248,0.248,0.248,0.238,0.238,0.238,0.219,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185
69153,Cebollas moradas,Malla 1kg,"Onions, cooked, as ingredient",0.149,0.149,0.149,0.149,0.169,0.169,0.169,0.169,0.169,0.169,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,,,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163
69246,Medio repollo liso,,"Cabbage, cooked, as ingredient",0.14,0.14,0.159,0.159,0.159,0.159,0.18,0.18,0.18,0.18,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.194,0.194,0.194,0.194
69297,Ajos morados,Malla 250g,"Garlic, cooked",0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.62,0.62,0.62,0.62,0.62,0.62
69338,Calabacín verde,Pieza 380 g aprox.,"Summer squash, yellow or green, NS as to form, cooked",0.159,0.159,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.189,0.189,0.189,0.189,0.169,0.169,0.169,0.169,0.169,0.169,0.159,0.159,0.159,0.109,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149
69584,Pepino,Pieza 240 g aprox.,"Cucumber, raw",0.189,0.189,0.189,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.172,0.172,0.172,0.142,0.172,0.172,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.139,0.179,0.179,0.139,0.179,0.179,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.159,0.179,0.179,0.179,0.179,0.179,0.179,0.149,0.179,0.179
69586,Zanahorias,Paquete 1kg,"Carrots, raw",0.075,0.075,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.082,0.082,0.082,0.095,0.095,0.095,0.095,0.095,0.095,,0.095,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109
